production_id,time_id,site_id,material_id,employee_id,shift_id,produced_volume,unit_cost,date,day,month,year,day_name,site_name,region,latitude,longitude,material_name,material_type,unit_of_measure,quantity,employee_name,position,department,status,hire_date,shift_name,start_time,end_time
312,5,1,3,9,3,134,208,2025-05-05,5,5,2025,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,James Johnson,Technician,Mining,Inactive,2021-06-11,Night,22:00:00,06:00:00
313,1127,2,1,10,1,472,228,2028-05-31,31,5,2028,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Coal,Ore,Ton,2685,Robert Blair,Technician,Processing,Active,2022-05-14,Morning,06:00:00,14:00:00
314,774,2,3,5,2,399,109,2027-06-13,13,6,2027,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Gold,Metal,Ton,1769,Bradley Graham,Operator,Logistics,Inactive,2020-08-26,Afternoon,14:00:00,22:00:00
315,877,4,3,6,3,439,146,2027-09-24,24,9,2027,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Night,22:00:00,06:00:00
316,992,1,3,3,1,130,478,2028-01-17,17,1,2028,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2022-12-08,Morning,06:00:00,14:00:00
317,884,2,3,5,3,374,414,2027-10-01,1,10,2027,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Gold,Metal,Ton,1769,Bradley Graham,Operator,Logistics,Inactive,2020-08-26,Night,22:00:00,06:00:00
318,47,1,2,8,1,118,195,2025-06-16,16,6,2025,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2021-07-09,Morning,06:00:00,14:00:00
319,867,1,4,6,1,197,202,2027-09-14,14,9,2027,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Morning,06:00:00,14:00:00
320,823,1,5,4,1,497,479,2027-08-01,1,8,2027,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Morning,06:00:00,14:00:00
321,936,5,3,2,1,65,441,2027-11-22,22,11,2027,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Morning,06:00:00,14:00:00
322,656,1,3,9,2,356,245,2027-02-15,15,2,2027,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,James Johnson,Technician,Mining,Inactive,2021-06-11,Afternoon,14:00:00,22:00:00
323,269,5,3,1,2,154,467,2026-01-24,24,1,2026,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Afternoon,14:00:00,22:00:00
324,370,4,4,1,1,214,126,2026-05-05,5,5,2026,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Morning,06:00:00,14:00:00
325,636,2,1,4,3,250,319,2027-01-26,26,1,2027,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Coal,Ore,Ton,2685,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Night,22:00:00,06:00:00
326,1130,2,1,7,1,246,117,2028-06-03,3,6,2028,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2022-07-11,Morning,06:00:00,14:00:00
327,657,2,2,1,2,475,266,2027-02-16,16,2,2027,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Afternoon,14:00:00,22:00:00
328,120,2,1,9,3,234,181,2025-08-28,28,8,2025,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2021-06-11,Night,22:00:00,06:00:00
329,831,2,3,4,2,371,171,2027-08-09,9,8,2027,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Afternoon,14:00:00,22:00:00
330,1082,2,3,3,2,314,409,2028-04-16,16,4,2028,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2022-12-08,Afternoon,14:00:00,22:00:00
331,741,2,3,1,3,412,353,2027-05-11,11,5,2027,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Night,22:00:00,06:00:00
332,117,4,2,10,1,149,261,2025-08-25,25,8,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2022-05-14,Morning,06:00:00,14:00:00
333,791,1,3,4,1,391,426,2027-06-30,30,6,2027,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Morning,06:00:00,14:00:00
334,1013,3,1,9,1,369,137,2028-02-07,7,2,2028,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2021-06-11,Morning,06:00:00,14:00:00
335,1082,5,4,10,1,263,492,2028-04-16,16,4,2028,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Robert Blair,Technician,Processing,Active,2022-05-14,Morning,06:00:00,14:00:00
336,634,3,4,6,3,327,300,2027-01-24,24,1,2027,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Night,22:00:00,06:00:00
337,513,3,5,6,3,211,299,2026-09-25,25,9,2026,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Night,22:00:00,06:00:00
338,802,1,1,1,3,488,354,2027-07-11,11,7,2027,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Night,22:00:00,06:00:00
339,1120,1,3,10,2,206,278,2028-05-24,24,5,2028,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2022-05-14,Afternoon,14:00:00,22:00:00
340,1142,1,4,2,3,471,134,2028-06-15,15,6,2028,Thursday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Night,22:00:00,06:00:00
341,560,2,1,6,1,300,181,2026-11-11,11,11,2026,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Coal,Ore,Ton,2685,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Morning,06:00:00,14:00:00
342,488,4,4,2,2,415,488,2026-08-31,31,8,2026,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Afternoon,14:00:00,22:00:00
343,897,2,3,3,1,146,497,2027-10-14,14,10,2027,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2022-12-08,Morning,06:00:00,14:00:00
344,704,4,4,4,1,67,319,2027-04-04,4,4,2027,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Morning,06:00:00,14:00:00
345,581,4,5,5,3,376,257,2026-12-02,2,12,2026,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2020-08-26,Night,22:00:00,06:00:00
346,790,3,5,9,3,498,103,2027-06-29,29,6,2027,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2021-06-11,Night,22:00:00,06:00:00
347,861,3,4,4,1,432,266,2027-09-08,8,9,2027,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Morning,06:00:00,14:00:00
348,247,4,1,9,1,146,303,2026-01-02,2,1,2026,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2021-06-11,Morning,06:00:00,14:00:00
349,1100,4,1,10,2,50,293,2028-05-04,4,5,2028,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Robert Blair,Technician,Processing,Active,2022-05-14,Afternoon,14:00:00,22:00:00
350,154,2,1,3,3,265,334,2025-10-01,1,10,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2022-12-08,Night,22:00:00,06:00:00
351,997,2,4,8,2,181,305,2028-01-22,22,1,2028,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Copper,Metal,Ton,3391,David Jackson,Operator,Processing,Active,2021-07-09,Afternoon,14:00:00,22:00:00
352,1110,3,1,1,2,309,249,2028-05-14,14,5,2028,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Afternoon,14:00:00,22:00:00
353,697,1,3,9,2,174,258,2027-03-28,28,3,2027,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,James Johnson,Technician,Mining,Inactive,2021-06-11,Afternoon,14:00:00,22:00:00
354,1093,4,5,9,1,131,378,2028-04-27,27,4,2028,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2021-06-11,Morning,06:00:00,14:00:00
355,1071,2,3,10,2,332,403,2028-04-05,5,4,2028,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2022-05-14,Afternoon,14:00:00,22:00:00
356,1009,3,1,2,2,220,480,2028-02-03,3,2,2028,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Afternoon,14:00:00,22:00:00
357,94,2,3,4,1,108,265,2025-08-02,2,8,2025,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Morning,06:00:00,14:00:00
358,958,4,1,8,3,81,410,2027-12-14,14,12,2027,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2021-07-09,Night,22:00:00,06:00:00
359,1012,4,4,7,3,210,167,2028-02-06,6,2,2028,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2022-07-11,Night,22:00:00,06:00:00
360,453,5,3,1,2,333,187,2026-07-27,27,7,2026,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Afternoon,14:00:00,22:00:00
361,912,1,4,5,1,155,316,2027-10-29,29,10,2027,Friday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Bradley Graham,Operator,Logistics,Inactive,2020-08-26,Morning,06:00:00,14:00:00
362,218,5,4,7,3,154,100,2025-12-04,4,12,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2022-07-11,Night,22:00:00,06:00:00
363,474,3,2,4,2,488,234,2026-08-17,17,8,2026,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Afternoon,14:00:00,22:00:00
364,432,2,1,1,2,277,284,2026-07-06,6,7,2026,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Afternoon,14:00:00,22:00:00
365,341,3,5,9,1,237,450,2026-04-06,6,4,2026,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2021-06-11,Morning,06:00:00,14:00:00
366,551,4,1,5,2,119,239,2026-11-02,2,11,2026,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2020-08-26,Afternoon,14:00:00,22:00:00
367,357,5,5,2,3,367,205,2026-04-22,22,4,2026,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Night,22:00:00,06:00:00
368,23,5,1,8,1,339,232,2025-05-23,23,5,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2021-07-09,Morning,06:00:00,14:00:00
369,522,5,4,2,3,136,207,2026-10-04,4,10,2026,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Night,22:00:00,06:00:00
370,1124,3,3,3,3,419,277,2028-05-28,28,5,2028,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2022-12-08,Night,22:00:00,06:00:00
371,802,4,3,10,3,411,397,2027-07-11,11,7,2027,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2022-05-14,Night,22:00:00,06:00:00
372,762,2,2,1,2,105,457,2027-06-01,1,6,2027,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Afternoon,14:00:00,22:00:00
373,442,2,5,2,2,162,479,2026-07-16,16,7,2026,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Afternoon,14:00:00,22:00:00
374,769,3,5,7,3,62,495,2027-06-08,8,6,2027,Tuesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2022-07-11,Night,22:00:00,06:00:00
375,1016,5,5,10,3,489,458,2028-02-10,10,2,2028,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2022-05-14,Night,22:00:00,06:00:00
376,516,1,4,2,1,67,245,2026-09-28,28,9,2026,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Morning,06:00:00,14:00:00
377,1040,3,5,6,1,231,173,2028-03-05,5,3,2028,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Morning,06:00:00,14:00:00
378,792,3,3,3,2,162,207,2027-07-01,1,7,2027,Thursday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2022-12-08,Afternoon,14:00:00,22:00:00
379,336,4,4,4,2,278,221,2026-04-01,1,4,2026,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Afternoon,14:00:00,22:00:00
380,258,2,1,8,1,220,116,2026-01-13,13,1,2026,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2021-07-09,Morning,06:00:00,14:00:00
381,497,3,5,3,3,344,295,2026-09-09,9,9,2026,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Karen Mack,Supervisor,Mining,Active,2022-12-08,Night,22:00:00,06:00:00
382,896,3,5,10,2,238,426,2027-10-13,13,10,2027,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2022-05-14,Afternoon,14:00:00,22:00:00
383,160,5,1,6,3,475,417,2025-10-07,7,10,2025,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Night,22:00:00,06:00:00
384,852,5,5,1,1,128,396,2027-08-30,30,8,2027,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Morning,06:00:00,14:00:00
385,690,1,1,7,2,195,351,2027-03-21,21,3,2027,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2022-07-11,Afternoon,14:00:00,22:00:00
386,380,4,4,8,2,456,218,2026-05-15,15,5,2026,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,David Jackson,Operator,Processing,Active,2021-07-09,Afternoon,14:00:00,22:00:00
387,957,1,3,8,1,231,261,2027-12-13,13,12,2027,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2021-07-09,Morning,06:00:00,14:00:00
388,691,5,1,3,2,335,297,2027-03-22,22,3,2027,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2022-12-08,Afternoon,14:00:00,22:00:00
389,1067,2,2,10,1,299,144,2028-04-01,1,4,2028,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2022-05-14,Morning,06:00:00,14:00:00
390,285,5,1,1,2,403,413,2026-02-09,9,2,2026,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Afternoon,14:00:00,22:00:00
391,397,4,5,9,1,363,278,2026-06-01,1,6,2026,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2021-06-11,Morning,06:00:00,14:00:00
392,12,5,4,6,2,245,481,2025-05-12,12,5,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Afternoon,14:00:00,22:00:00
393,499,4,4,9,3,372,143,2026-09-11,11,9,2026,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,James Johnson,Technician,Mining,Inactive,2021-06-11,Night,22:00:00,06:00:00
394,754,4,1,7,3,120,370,2027-05-24,24,5,2027,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2022-07-11,Night,22:00:00,06:00:00
395,35,4,3,1,3,297,177,2025-06-04,4,6,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Night,22:00:00,06:00:00
396,727,4,2,1,2,195,425,2027-04-27,27,4,2027,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Afternoon,14:00:00,22:00:00
397,849,4,4,6,2,155,277,2027-08-27,27,8,2027,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Afternoon,14:00:00,22:00:00
398,90,2,5,5,3,312,456,2025-07-29,29,7,2025,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2020-08-26,Night,22:00:00,06:00:00
399,776,1,5,9,3,345,102,2027-06-15,15,6,2027,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2021-06-11,Night,22:00:00,06:00:00
400,605,3,3,2,1,119,313,2026-12-26,26,12,2026,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Morning,06:00:00,14:00:00
401,970,1,4,8,1,242,441,2027-12-26,26,12,2027,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,David Jackson,Operator,Processing,Active,2021-07-09,Morning,06:00:00,14:00:00
402,1022,4,1,5,1,117,173,2028-02-16,16,2,2028,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2020-08-26,Morning,06:00:00,14:00:00
403,418,2,5,2,3,354,150,2026-06-22,22,6,2026,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Night,22:00:00,06:00:00
404,115,5,3,10,3,101,166,2025-08-23,23,8,2025,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2022-05-14,Night,22:00:00,06:00:00
405,617,2,4,6,3,419,431,2027-01-07,7,1,2027,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Night,22:00:00,06:00:00
406,826,4,4,10,1,412,192,2027-08-04,4,8,2027,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Robert Blair,Technician,Processing,Active,2022-05-14,Morning,06:00:00,14:00:00
407,1099,2,4,8,2,334,275,2028-05-03,3,5,2028,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Copper,Metal,Ton,3391,David Jackson,Operator,Processing,Active,2021-07-09,Afternoon,14:00:00,22:00:00
408,413,2,4,4,3,454,244,2026-06-17,17,6,2026,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Night,22:00:00,06:00:00
409,729,4,4,2,2,383,106,2027-04-29,29,4,2027,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Afternoon,14:00:00,22:00:00
410,1021,2,5,5,2,58,368,2028-02-15,15,2,2028,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2020-08-26,Afternoon,14:00:00,22:00:00
411,761,3,3,2,2,300,475,2027-05-31,31,5,2027,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Afternoon,14:00:00,22:00:00
412,676,3,4,2,1,480,421,2027-03-07,7,3,2027,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Kevin Ramos,Technician,Logistics,Active,2016-12-09,Morning,06:00:00,14:00:00
413,457,2,2,6,2,381,103,2026-07-31,31,7,2026,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Afternoon,14:00:00,22:00:00
414,920,5,2,10,3,347,237,2027-11-06,6,11,2027,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2022-05-14,Night,22:00:00,06:00:00
415,192,4,3,9,1,484,330,2025-11-08,8,11,2025,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,James Johnson,Technician,Mining,Inactive,2021-06-11,Morning,06:00:00,14:00:00
416,739,3,1,4,3,233,187,2027-05-09,9,5,2027,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Night,22:00:00,06:00:00
417,1123,5,1,6,3,228,116,2028-05-27,27,5,2028,Saturday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Night,22:00:00,06:00:00
418,978,2,1,7,1,247,151,2028-01-03,3,1,2028,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2022-07-11,Morning,06:00:00,14:00:00
419,1009,5,2,6,3,177,233,2028-02-03,3,2,2028,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2019-05-11,Night,22:00:00,06:00:00
420,96,1,1,8,3,69,310,2025-08-04,4,8,2025,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2021-07-09,Night,22:00:00,06:00:00
421,663,3,5,4,1,460,424,2027-02-22,22,2,2027,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2024-01-24,Morning,06:00:00,14:00:00
422,37,2,4,1,3,471,492,2025-06-06,6,6,2025,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2015-06-17,Night,22:00:00,06:00:00
423,279,4,2,7,2,377,318,2026-02-03,3,2,2026,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Zachary Nielsen,Operator,Logistics,Active,2022-07-11,Afternoon,14:00:00,22:00:00
424,217,2,3,3,3,114,304,2025-12-03,3,12,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840997,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2022-12-08,Night,22:00:00,06:00:00
